severity,issue_type,product_id,product_name,variant_id,color,size,current_value,suggested_value,safe_auto_fix_candidate,requires_manual_decision,recommended_action,notes
"medium","Missing category","59","Purchase Save Perf 1780107627699-17428-5","","","","Category is missing.","","false","true","fill category manually","Manual review required."
"medium","Missing English search keywords","59","Purchase Save Perf 1780107627699-17428-5","","","","English search keywords are missing.","","false","true","add English search keywords","Manual review required."
"medium","Search discoverability failures","59","Purchase Save Perf 1780107627699-17428-5","","","","{""best_self_score"":0,""queries"":[""Purchase Save Perf 1780107627699-17428-5"",""purchase-save-perf-1780107627699-17428-5"",""PSP-1780107627699-17428-5""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Missing main images","59","Purchase Save Perf 1780107627699-17428-5","","","","main image missing","","false","true","upload/fix main image or approve fallback","No main image fallback is available in the catalog row."
"medium","Missing alias keywords","59","Purchase Save Perf 1780107627699-17428-5","","","","No AI-friendly alias keywords are configured.","","false","true","add AI-friendly alias keywords","Manual review required."
"medium","Low AI recommendation confidence","59","Purchase Save Perf 1780107627699-17428-5","","","","{""best_self_score"":0,""queries"":[""Purchase Save Perf 1780107627699-17428-5"",""purchase-save-perf-1780107627699-17428-5"",""PSP-1780107627699-17428-5""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Missing product type","59","Purchase Save Perf 1780107627699-17428-5","","","","Product type is missing.","","false","true","fill product type manually","Manual review required."
"medium","Missing Arabic search keywords","60","Jordan 4","","","","{""seo_keywords"":""Jordan 4, product, modern casual, Greyggg, Navy, Blackng, Blacknnn, Greynnn""}","","false","true","add Arabic search keywords","Manual review required."
"medium","Missing brand","60","Jordan 4","","","","Brand is missing.","","false","true","fill brand manually","Manual review required."
"medium","Search discoverability failures","60","Jordan 4","","","","{""best_self_score"":40,""queries"":[""Jordan 4"",""jordan-4"",""J4-J4""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Low AI recommendation confidence","60","Jordan 4","","","","{""best_self_score"":40,""queries"":[""Jordan 4"",""jordan-4"",""J4-J4""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Stock inconsistencies","60","Jordan 4","","","","product_stock=0; variant_stock_sum=0; active_variant_stock_sum=0","derive from variant stock (0)","false","true","reconcile product stock with variant stock","Derive AI-facing availability from active variant stock where the product is variant-managed; do not write back automatically."
"medium","Missing product type","60","Jordan 4","","","","Product type is missing.","","false","true","fill product type manually","Manual review required."
"medium","Zero selling price","60","Jordan 4","","","","selling_price=0; sale_price=0; display_price=0","","false","true","enter selling price manually","Never invent prices. Use admin UI/export workflow for manual completion."
"medium","Variant stock gaps","60","Jordan 4","210","Greyggg","41","stock=0; is_active=true","","false","true","reconcile or retire the variant","Variant is active but out of stock. Reconcile stock or retire from sellable catalog."
"medium","Search discoverability failures","64","Adidas Terrex X Goretex-2 نسخة","","","","{""best_self_score"":10,""queries"":[""Adidas Terrex X Goretex-2 نسخة"",""Adidas Adidas Terrex X Goretex-2 نسخة"",""adidas-terrex-x-goretex-2"",""ADS-M-MIR-2"",""Adidas crocs""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Low AI recommendation confidence","64","Adidas Terrex X Goretex-2 نسخة","","","","{""best_self_score"":10,""queries"":[""Adidas Terrex X Goretex-2 نسخة"",""Adidas Adidas Terrex X Goretex-2 نسخة"",""adidas-terrex-x-goretex-2"",""ADS-M-MIR-2"",""Adidas crocs""]}","","false","true","improve aliases and keyword coverage","Manual review required."
